nmi,ami,ari,f1,acc
0.7804299176449899,0.7803243792295279,0.6518702540037064,0.6188954952922147,0.6882703547248423
nmi,ami,ari,f1,acc
0.746919893808394,0.7467974192086194,0.5866997351113341,0.5930471463394201,0.658449549601682
