nmi,ami,ari,f1,acc
0.9263581660507982,0.9263495700680169,0.8861132439415755,0.8326596953697991,0.8911450565534362
nmi,ami,ari,f1,acc
0.9161852492600938,0.9161754532130489,0.875654534389244,0.8319793493419145,0.8897184833859807
nmi,ami,ari,f1,acc
0.7983111996264749,0.7982868071804025,0.6529211813313259,0.7491541308566154,0.7973617659864197
